video_id,title,channel_name,published_at,publish_year,publish_month,days_since_publish,duration,views,likes,comments,views_per_day,is_viral,language_code,language_name,region_fetched,category_id,fetched_at
iBWG3AA_Z6Q,Wisin - Escápate Conmigo (Letra) ft. Ozuna,Aquarius Reggaeton,2026-03-25,2026,3,10,PT3M53S,748373,1223.0,6.0,74837.3,0,es,Spanish,AR,10,2026-04-05 12:42:32
HLnf2Hz7uNQ,Wizkid - Kese (Dance) (Official Video),WizkidVEVO,2025-03-05,2025,3,395,PT2M57S,12795708,163216.0,19613.0,32394.2,0,en,English,search,10,2026-04-05 12:42:32
FDyWuL6lq6w,Right Now (Na Na Na),Akon - Topic,2018-07-31,2018,7,2805,PT4M1S,172466348,1302049.0,5548.0,61485.33,0,en,English,search,10,2026-04-05 12:42:32
-bC4iak3kxg,"KATSEYE (캣츠아이) ""Gameboy” Official MV",HYBE LABELS,2025-06-27,2025,6,282,PT3M20S,122971454,1249402.0,36071.0,436068.99,1,ko,Korean,search,10,2026-04-05 12:42:32
Lib8keBW_vI,Event style ok… airport look iconic 🤌🏻🔥#deepikapadukone #bollywood #shorts,Beats On Music,2025-09-04,2025,9,212,PT19S,10119168,105045.0,404.0,47731.92,0,en,English,search,10,2026-04-05 12:42:32
tbneQDc2H3I,"KAROL G, Nicki Minaj - Tusa (Official Video)",KarolGVEVO,2019-11-08,2019,11,2340,PT3M24S,1630224526,11427044.0,481523.0,696677.15,1,es,Spanish,search,10,2026-04-05 12:42:32
jTg15DrXhB0,LYRICAL: Desi Kalakaar Full Song with LYRICS | Yo Yo Honey Singh | Sonakshi Sinha,T-Series,2014-10-06,2014,10,4198,PT4M33S,193609588,1401068.0,21752.0,46119.48,0,en,English,search,10,2026-04-05 12:42:32
I4PqOI1ABsU,Pinik Pinik lagay | Mr Rizan | পিনিক পিনিক লাগে । Rap Song 2024,HP Hip Hop,2023-12-31,2023,12,826,PT3M25S,47782414,328560.0,5482.0,57847.96,0,en,English,search,10,2026-04-05 12:42:32
rTd5bCSr3F8,Amar Ontoray Amar Kolijay | আমার অন্তরায় আমার কলিজায় | Saif Zohan | Bangla Folk Song 2024,Saif Zohan,2024-07-03,2024,7,641,PT4M45S,20348310,116102.0,1706.0,31744.63,0,bn,Bengali,search,10,2026-04-05 12:42:32
m7gCn9u9bM4,"Full Video: PEELINGS పీలింగ్స్ ఫుల్ వీడియో | Pushpa 2 The Rule | Allu Arjun,Rashmika | DSP",T-Series Telugu,2024-12-18,2024,12,473,PT4M5S,90044017,302852.0,4277.0,190367.9,1,en,English,search,10,2026-04-05 12:42:32
-r687V8yqKY,"FloyyMenor, Cris MJ - Gata Only",FloyyMenorVEVO,2024-02-02,2024,2,792,PT3M36S,893106737,4562824.0,116489.0,1127660.02,1,es,Spanish,search,10,2026-04-05 12:42:32
ZayCeQMotCw,Best Afrobeats Mix 2024 | 2 Hours | Afro Pop Mix | Burna Boy | Wizkid | Rema | Asake | Ayra Starr,DJ Hol Up,2023-12-08,2023,12,848,PT1H59M18S,1585330,10880.0,249.0,1869.49,0,en,English,search,10,2026-04-05 12:42:32
RvcP6V4h_q4,BTS (방탄소년단) 'Life Goes On' Official MV : in the forest,HYBE LABELS,2020-11-25,2020,11,1956,PT3M37S,183973888,5200146.0,122863.0,94056.18,0,ko,Korean,search,10,2026-04-05 12:42:32
vYJL_SOWhMg,THIRD - เตือนแล้วนะ (Love Warning) [2026] | OFFICIAL MV,THIRD,2026-04-01,2026,4,4,PT3M28S,1544015,182967.0,6379.0,386003.75,1,th,Thai,PH,10,2026-04-05 12:42:32
ZncbtRo7RXs,NewJeans (뉴진스) ‘Supernatural’ Official MV (Part.1),HYBE LABELS,2024-06-21,2024,6,653,PT3M11S,86310310,837198.0,44200.0,132175.05,1,ko,Korean,search,10,2026-04-05 12:42:32
k4yXQkG2s1E,"Kala Chashma | Baar Baar Dekho | Sidharth M Katrina K | Prem, Hardeep, Badshah, Kam, Neha, Indeep",Zee Music Company,2016-07-27,2016,7,3539,PT2M54S,1163345642,4093800.0,76989.0,328721.57,1,en,English,search,10,2026-04-05 12:42:32
ijhu85HTEYY,"FARID BANG - MOROS feat. LA FOUINE, 3ROBI, BABY GANG & MORAD [official Video]",BangerChannel,2026-04-02,2026,4,2,PT6M,250077,17559.0,1234.0,125038.5,1,de,German,DE,10,2026-04-05 12:42:32
crtQSTYWtqE,Ayra Starr - Rush (Official Music Video),AyraStarrVEVO,2022-09-26,2022,9,1286,PT3M6S,550856855,2406236.0,46126.0,428349.03,1,en,English,search,10,2026-04-05 12:42:32
tkqrF2uZdKc,Los Dos De Tamaulipas - Ayúdame (Video Oficial),AfinArte Music,2026-03-27,2026,3,8,PT2M37S,2671766,19785.0,208.0,333970.75,1,es,Spanish,MX,10,2026-04-05 12:42:32
0qBOVUo4Ckc,Japanese song collection,Saya Ginaa,2023-04-09,2023,4,1091,PT20M16S,8262326,159116.0,,7573.17,0,en,English,search,10,2026-04-05 12:42:32
IAONd2d_PDU,"Jaan Se Guzarte Hain (Lyrical) | Dhurandhar The Revenge | Ranveer Singh | Shashwat Sachdev,Khan Saab",T-Series,2026-03-31,2026,3,5,PT5M53S,5065296,72099.0,1634.0,1013059.2,1,en,English,IN,10,2026-04-05 12:42:32
T3Y6RRSDm4o,PÉRICLES - ATÉ QUE DUROU (AO VIVO) - VÍDEO OFICIAL,Péricles,2018-06-15,2018,6,2850,PT5M17S,549378775,2460204.0,35270.0,192764.48,1,pt-PT,pt-PT,search,10,2026-04-05 12:42:32
7NdL22AIlLQ,Ha Moj Ha Alvira Mir | Alvira mir | #shorts #alviramir #gujaratisinger22,ગુજરાતી સિંગર,2024-03-01,2024,3,764,PT16S,33928828,436479.0,703.0,44409.46,0,en,English,search,10,2026-04-05 12:42:32
CLxgW2RyLDw,Punyachi Maina new wedding dance || wedding dance on Marathi song || new viral dance video,Abhi Mane,2021-06-06,2021,6,1764,PT19S,9248959,182322.0,622.0,5243.17,0,en,English,search,10,2026-04-05 12:42:32
sdajTOjARNg,"Kannukulla Video Song | Dude | Pradeep R, Mamitha Baiju | @SaiAbhyankkar | Jonita | Keerthiswaran",Think Music India,2025-11-15,2025,11,141,PT4M37S,27168080,160645.0,5566.0,192681.42,1,en,English,search,10,2026-04-05 12:42:32
hFCjGiawJi4,Anitta - Envolver [Official Music Video],Anitta,2021-11-12,2021,11,1605,PT3M15S,892360471,4524632.0,243254.0,555987.83,1,en,English,search,10,2026-04-05 12:42:32
lNCQbx-y9V8,那天下雨了,Jay Chou - Topic,2026-03-24,2026,3,11,PT3M44S,2917380,26370.0,837.0,265216.36,1,zh-Hant,zh-Hant,AU,10,2026-04-05 12:42:32
YbCF6OqTWug,Muththa Mazhai - Chinmayi Performance | Thug Life | Kamal Haasan | Mani Ratnam | STR | AR Rahman,Saregama Tamil,2025-05-28,2025,5,311,PT4M,143503271,1068648.0,44823.0,461425.31,1,en,English,search,10,2026-04-05 12:42:32
uNW7zPzZNtE,"Shallipopi, Burna Boy- Laho II (Official Video)",Shallipopi,2025-04-29,2025,4,341,PT2M38S,22602719,159431.0,5085.0,66283.63,0,en,English,search,10,2026-04-05 12:42:32
ci1SqZc_N98,Amar Bondhur O Bondhu Ache ll Parvez Khan ll ঘর থাকেনা ঘরের ভেঙে গেলে খুঁটি ll Music Video,G Series Music,2025-04-08,2025,4,362,PT4M59S,25816081,189639.0,9155.0,71315.14,0,bn,Bengali,search,10,2026-04-05 12:42:32
n1YssV3Iz0Y,Hum Sindh Main Rehne Wale Sindhi | Mumtaz Molai | Urdu Song|  Ghazal Enterprises,Ghazal Enterprises Official,2023-04-16,2023,4,1085,PT4M23S,50726897,250694.0,7812.0,46752.9,0,ur,Urdu,search,10,2026-04-05 12:42:32
K4wMzrESV-E,Muad - Kun Fayakun (Vocals Only),muadmusic,2023-06-26,2023,6,1013,PT4M20S,19991158,100320.0,,19734.61,0,en,English,search,10,2026-04-05 12:42:32
exY3DDMKOxw,Indian Remix ❤️ Koi Jaye To ❤️ Saad Official 😘 S Music 2024,Dj Saad Official,2025-07-14,2025,7,264,PT4M33S,11118493,58981.0,295.0,42115.5,0,en,English,search,10,2026-04-05 12:42:32
aaWJVZP6kio,KASARI KASARI | TANKA BUDATHOKI | MELINA RAI OFFICIAL  NEPALI SONG,TANKA BUDATHOKI,2017-09-20,2017,9,3118,PT4M24S,90285623,393846.0,7575.0,28956.26,0,ne,Nepali,search,10,2026-04-05 12:42:32
5owcPK9PpPc,VARA VARAM NADU YELLAMMA FULL SONG || DJ BONALU SONG 2024 || PRARDINI JABARDASTHA || DJ LINGA,ÐEEJAY LINGA PRESENTS,2024-07-09,2024,7,635,PT4M44S,33914962,139194.0,2075.0,53409.39,0,en,English,search,10,2026-04-05 12:42:32
5XLU2wn81KU,"BLANCO - Ti voglio bene, uomo (Visual)",BLANCHITOVEVO,2026-04-02,2026,4,2,PT2M29S,50121,1890.0,101.0,25060.5,0,it,Italian,IT,10,2026-04-05 12:42:32
8e1S7Y5KAFM,"PERFECT - Guru Randhawa, Varun Dhawan, Janhvi Kapoor | Sunny Sanskari Ki Tulsi Kumari",Sony Music India,2025-09-18,2025,9,199,PT2M51S,65029031,533264.0,16437.0,326779.05,1,en,English,search,10,2026-04-05 12:42:32
yZFQBLUTWhA,"O Nanna Kanne Full Video Song | Jaga Malla Kannada Movie | Ajith Kumar, Nayanthara | D.Imman | Siva",MRT Music,2019-03-05,2019,3,2588,PT3M12S,79154987,303103.0,7660.0,30585.39,0,en,English,search,10,2026-04-05 12:42:32
wnJ6LuUFpMo,"J Balvin, Willy William - Mi Gente (Official Video)",jbalvinVEVO,2017-06-30,2017,6,3201,PT3M6S,3630169569,19090109.0,531314.0,1134073.59,1,es,Spanish,search,10,2026-04-05 12:42:32
wlHwjkYpSr0,BABYMONSTER - ‘WE GO UP’ M/V,BABYMONSTER,2025-10-10,2025,10,177,PT3M23S,204101208,1327370.0,96804.0,1153114.17,1,en,English,search,10,2026-04-05 12:42:32
LX-W5_HT8Wk,đôi mắt kẻ tình si - GREY D x MIN | from ‘ÁNH SÁNG • MÀN ĐÊM’ album,ST.319 Entertainment,2026-03-29,2026,3,7,PT3M19S,713004,13837.0,593.0,101857.71,1,vi,Vietnamese,VN,10,2026-04-05 12:42:32
wWNXVB1av-g,timelesz「４分間だけ時間をください」（YouTube ver.）,timelesz [タイムレス],2026-04-04,2026,4,1,PT2M55S,474487,38132.0,4509.0,474487.0,1,ja,Japanese,JP,24,2026-04-05 12:42:32
o9oQOqe3vqc,Edis - Arıyorum (Official Video),Edis,2021-09-17,2021,9,1661,PT3M19S,279581896,709430.0,19328.0,168321.43,1,tr,Turkish,search,10,2026-04-05 12:42:32
lqC0plVkgEE,"MINA | Hip Hop, R&B, Afrobeats, Classics + | ft. Binks | San Diego, CA",Noise Complaints,2024-10-17,2024,10,534,PT53M59S,2821459,37629.0,689.0,5283.63,0,en,English,search,10,2026-04-05 12:42:32
HFFaznLry5Q,Khó Gần Dễ Xa - Thanh Hưng (Official MV) | Đây Là Lần Cuối Anh Để Nước Mắt Rơi Thế Này...,Thanh Hưng Official,2026-03-21,2026,3,14,PT5M17S,630576,8387.0,2124.0,45041.14,0,vi,Vietnamese,VN,10,2026-04-05 12:42:32
r5JL_z69nqY,✨🌟💫 Vijay Antony kuthu songs tamil🎧🎹🎵 | tamil songs | #vijayantony #vijayantonyspeech #tamilnewsongs,Isai Vanakkam,2024-11-26,2024,11,494,PT1H15M44S,1650140,10122.0,107.0,3340.36,0,ta,Tamil,search,10,2026-04-05 12:42:32
Av9DvtlJ9_M,지민 (Jimin) 'Who' Official MV,HYBE LABELS,2024-07-19,2024,7,625,PT3M28S,153809410,3068730.0,373751.0,246095.06,1,ko,Korean,search,10,2026-04-05 12:42:32
W81Z89XZRGk,Eloïz & @RidsaOfficiel -  Comment tu vas ? (Clip officiel),Eloïz,2024-04-30,2024,4,704,PT2M59S,14678870,50950.0,1358.0,20850.67,0,fr,French,search,10,2026-04-05 12:42:32
501LnvXCbuQ,Emkhathini,Nkeshemba - Topic,2026-03-20,2026,3,16,PT4M1S,354288,8433.0,379.0,22143.0,0,en,English,ZA,10,2026-04-05 12:42:32
EN1tMeXQii0,JISOO X ZAYN - EYES CLOSED (OFFICIAL MV),JISOO,2025-10-10,2025,10,177,PT3M12S,98350944,2536888.0,189034.0,555655.05,1,en,English,search,10,2026-04-05 12:42:32
M4FY8x2Ld2A,Daiya New Song | Shakib Khan Tasnia Farin Prince | শাকিব খানের নতুন গান।,SK SONG,2026-03-23,2026,3,12,PT2M36S,817415,6187.0,297.0,68117.92,0,bn,Bengali,BD,24,2026-04-05 12:42:32
tGr6lo3DPN0,Marathi X Hindi X English (TRIO MASHUP) LOFI || TJ 18 Beatz,TJ 18 Beatz,2023-05-05,2023,5,1066,PT5M35S,2696378,20863.0,195.0,2529.44,0,en,English,search,10,2026-04-05 12:42:32
yrA8T_vrDOk,"ANIMAL TAMIL SCENE #18: BOBBY DEOL ENTRY🔥 | ABRAR'S WEDDING | Ranbir K, Sandeep V, Bhushan Kumar",T-Series Tamil,2024-07-12,2024,7,632,PT5M22S,3579291,10475.0,246.0,5663.44,0,en,English,search,10,2026-04-05 12:42:32
LLsZ00_AZos,Pasand Amari - Vijay Suvada - 4K Video - Jigar Studio - Latest Gujarati Romantic Song 2022,Jigar Studio,2022-03-27,2022,3,1470,PT8M2S,16077004,168781.0,1874.0,10936.74,0,en,English,search,10,2026-04-05 12:42:32
BWebVAuCGTQ,Beche Achi Morar Moto | Lofi Remix | বেঁচে আছি মরার মত | Atif Ahmed Niloy | Bangla Lofi Song 2026,SamsuL OfficiaL,2026-03-27,2026,3,8,PT4M36S,554153,7087.0,200.0,69269.12,0,en,English,BD,24,2026-04-05 12:42:32
kJQP7kiw5Fk,Luis Fonsi - Despacito ft. Daddy Yankee,LuisFonsiVEVO,2017-01-13,2017,1,3369,PT4M42S,8981748178,56028187.0,4356734.0,2665998.27,1,es,Spanish,search,10,2026-04-05 12:42:32
ZwC9ckxw9uY,#VIDEO ! पियवा पम्प मारो है ! #Raushan Rohi का Viral Song ! Piywa Pump Maro Hai ! New Maghi Video !,Raushan Rohi Entertainment,2023-03-19,2023,3,1113,PT3M58S,55513502,296554.0,4765.0,49877.36,0,en,English,search,10,2026-04-05 12:42:32
BNKPc_pG488,Krish Mondal's Most Loved Songs Mashup x Kishore Mondal x KD Viral Song,KD Viral Song,2025-08-19,2025,8,229,PT1M33S,11650385,48637.0,1013.0,50875.04,0,en,English,search,10,2026-04-05 12:42:32
RCXzH27eOIA,Velai Illa Pattadhaari #D25 #VIP - Udhungada Sangu | Full Video Song,Wunderbar Films,2014-08-14,2014,8,4251,PT3M17S,176382200,928572.0,21610.0,41491.93,0,en,English,search,10,2026-04-05 12:42:32
Rz-hqTc1KXk,Oru Kathilola Njan Video Song | Vettam | Dileep | Bhavna Pani | M G Sreekumar | Sujatha,Sree Movies Music,2022-05-26,2022,5,1410,PT5M46S,24660293,78764.0,3198.0,17489.57,0,en,English,search,10,2026-04-05 12:42:32
pfaNJUXrdKA,"Afro POP Instrumental 2024 - ""BLESSING"" (Afro pop Type Beat) | KAM Musik",KAM Musik,2024-09-29,2024,9,552,PT3M15S,5493,74.0,0.0,9.95,0,en,English,search,10,2026-04-05 12:42:32
1VSn_Xqc9i0,Meet The Most Viral Songwriter Today #viralsong #kpop #disney,Daniel Wall,2026-01-15,2026,1,80,PT1M1S,6623505,319264.0,1843.0,82793.81,0,en,English,search,10,2026-04-05 12:42:33
jWQx2f-CErU,aespa 에스파 'Whiplash' MV,SMTOWN,2024-10-21,2024,10,531,PT3M11S,276699511,2510073.0,95177.0,521091.36,1,en,English,search,10,2026-04-05 12:42:33
JmHXXf3p9lI,Me Gustas Tu,Manu Chao - Topic,2015-08-12,2015,8,3889,PT4M,232704413,2518170.0,9265.0,59836.57,0,en,English,search,10,2026-04-05 12:42:33
P3vtJS3TI9Y,"Ginjin ft. Shuwu, Key K - Oh Na Na ( Official Music Video )",Ginjin,2026-03-20,2026,3,16,PT3M48S,585482,8919.0,560.0,36592.62,0,en,English,MN,10,2026-04-05 12:42:33
vGJ3O-O9OZk,MALANG 😊 || AestheticVibe || #dance #monu_editor #Song #trending #shorts #viral #video,Monu editor 1014,2025-08-25,2025,8,223,PT58S,21024782,,2514.0,94281.53,0,hi,Hindi,search,10,2026-04-05 12:42:33
gdZLi9oWNZg,BTS (방탄소년단) 'Dynamite' Official MV,HYBE LABELS,2020-08-21,2020,8,2053,PT3M44S,2070252984,39127204.0,15938370.0,1008403.79,1,ko,Korean,search,10,2026-04-05 12:42:33
TQTUjGj80LQ,حفيد الاكابر,Majed Khudair - Topic,2026-03-25,2026,3,10,PT4M51S,206302,801.0,18.0,20630.2,0,ar,Arabic,SA,10,2026-04-05 12:42:33
qgA0KO8I7wE,Shake It To The Max Dance Trend,Chanieme,2025-05-26,2025,5,313,PT16S,33195889,566540.0,40397.0,106057.15,1,en,English,search,10,2026-04-05 12:42:33
zQjgD3WlUTE,Funk de Beleza (Slowed),Nateki - Topic,2024-10-03,2024,10,549,PT2M26S,110861598,1371915.0,31996.0,201933.69,1,gl,gl,search,10,2026-04-05 12:42:33
2eqpVzoelYA,Katy Perry - The One That Got Away (Sub. Español + Lyrics),jostland.,2026-03-24,2026,3,11,PT3M47S,2733197,6932.0,43.0,248472.45,1,en,English,PH,10,2026-04-05 12:42:33
rUeyfai1ddc,Kuhu Kuhu Kogile - HD Video Song | Srimurali | Hariharan | K.S.Chithra | S A Rajkumar,SGV Sandalwood Songs,2022-02-14,2022,2,1511,PT4M26S,54723791,167595.0,3192.0,36216.94,0,kn,Kannada,search,10,2026-04-05 12:42:33
vy0U8eysF3E,Sing with me “Blank Space” by Taylor Swift🫶,Kayred,2023-05-19,2023,5,1052,PT40S,21299882,418338.0,2438.0,20247.04,0,en,English,search,10,2026-04-05 12:42:33
UeiqkpLTOX4,Jhaliko झलिको - Arjun Sapkota | Melina Rai | Samikshya Adhikari | Kusum Bhandari | New Nepali Song,Arjun Sapkota,2025-11-11,2025,11,145,PT13M46S,28378063,213248.0,9883.0,195710.78,1,en,English,search,10,2026-04-05 12:42:33
PFE4_cE5AX8,So Sick vs Afrobeat Hits Part 2 (DJ R-LO Mashup Official),R-LO,2025-02-22,2025,2,406,PT3M4S,2505458,19653.0,206.0,6171.08,0,en,English,search,10,2026-04-05 12:42:33
fOedIT6-PdY,Tumi Jantei ParoNaa (তুমি জানতেই পারো না)Lyrical|Cheeni-2|Aparajita|Madhumita|Anirban| Soumya|Mahtim,SVF Music,2023-07-21,2023,7,988,PT3M53S,48226638,275141.0,8057.0,48812.39,0,bn,Bengali,search,10,2026-04-05 12:42:33
lZiaYpD9ZrI,Ella Baila Sola - (Video Oficial) - Eslabon Armado y Peso Pluma - DEL Records 2023,DEL Records,2023-04-08,2023,4,1093,PT3M8S,765519156,3818698.0,70916.0,700383.49,1,es,Spanish,search,10,2026-04-05 12:42:33
dMRMz3MaP_4,Roast karne ki Vidya koi inse seekhe! 🫡#VickyVidyaKaWohWalaVideo,T-Series,2024-09-16,2024,9,565,PT11S,9405557,175550.0,559.0,16647.0,0,en,English,search,10,2026-04-05 12:42:33
EWcOY14GWwM,Bumbum Granada - MCs Zaac e Jerry (KondZilla) | Official Music Video,Canal KondZilla,2016-05-02,2016,5,3624,PT3M21S,746894427,5560485.0,217601.0,206096.7,1,pt-PT,pt-PT,search,10,2026-04-05 12:42:33
Tus7CBqOnvg,"Tamma Tamma (Audio) | Dhurandhar The Revenge | Ranveer Singh |Bappi Lahiri,Anuradha Paudwal,Indeevar",T-Series,2026-03-22,2026,3,14,PT3M59S,8295628,79029.0,2035.0,592544.86,1,en,English,IN,10,2026-04-05 12:42:33
31QBB0U9BSc,Pablo - Tomara ( Pablo 20 Anos),Pablo Oficial,2023-11-17,2023,11,869,PT3M57S,228502657,673483.0,12865.0,262948.97,1,pt-PT,pt-PT,search,10,2026-04-05 12:42:33
H7aOCLPhuZo,"Tu Tu Hai Wahi | The Royals | Ishaan Khatter, Bhumi Pednekar | RUUH,JOH,Jubin Nautiyal,Jonita Gandhi",Universal Music India,2025-04-21,2025,4,349,PT2M1S,30693285,134633.0,2810.0,87946.38,0,en,English,search,10,2026-04-05 12:42:33
NKJXmhI7prc,Chencho Corleone - Un Cigarrillo (Official Video),ChenchoCorleoneVEVO,2023-05-05,2023,5,1066,PT3M25S,178258490,702808.0,11040.0,167221.85,1,es,Spanish,search,10,2026-04-05 12:42:33
_-oNukOGyEw,KOJO BLAK - Excellent (with Kelvyn Boy) [Official Music Video],KOJOBLAK,2025-03-28,2025,3,372,PT3M11S,9607425,62302.0,2033.0,25826.41,0,en-GB,en-GB,search,10,2026-04-05 12:42:33
gsX2_WFB-CU,New Tiktok Mashup 2023 Philippines Party Music | Viral Dance Trends | June 25,Kuya Magik,2023-06-25,2023,6,1015,PT3M32S,10372357,30248.0,958.0,10219.07,0,en,English,search,10,2026-04-05 12:42:33
HDMRTsPgSDU,FRI (END) S,V - Topic,2024-03-15,2024,3,751,PT2M29S,22960522,403414.0,0.0,30573.26,0,en,English,search,10,2026-04-05 12:42:33
nQWFzMvCfLE,What A Beautiful Name - Hillsong Worship,Hillsong Worship,2016-09-30,2016,9,3473,PT5M43S,649092747,3078362.0,133823.0,186896.85,1,en,English,search,10,2026-04-05 12:42:33
-FPIV-z9GR0,Sohna Sohni | Sabba | Gurlez Akhtar | Geet Goraya | New Punjabi Song 2025 | Latest Punjabi Song 2025,Speed Records,2025-06-12,2025,6,297,PT4M5S,40543359,228346.0,9650.0,136509.63,1,en,English,search,10,2026-04-05 12:42:33
nFYwcndNuOY,aespa 에스파 'Armageddon' MV,SMTOWN,2024-05-27,2024,5,678,PT3M33S,167540702,1887146.0,89209.0,247110.18,1,en,English,search,10,2026-04-05 12:42:33
hOyn0bCydZo,Summer songs to dance ~ Best songs that make you dance,A.C Vibes,2023-04-24,2023,4,1077,PT54M17S,27122023,142168.0,12647.0,25182.94,0,en,English,search,10,2026-04-05 12:42:33
xWZirCXevAQ,Ondu Oorali | Lyrical Video + Behind The Scenes | Ek Love Ya | Shankar Mahadevan | Arjun Janya,Think Music Kannada,2021-12-11,2021,12,1576,PT4M3S,56997044,446053.0,4356.0,36165.64,0,kn,Kannada,search,10,2026-04-05 12:42:33
wgNQm31S_1c,Proibido Terminar (Ao Vivo),Gusttavo Lima - Topic,2026-03-29,2026,3,7,PT2M46S,186096,1089.0,2.0,26585.14,0,pt-PT,pt-PT,BR,10,2026-04-05 12:42:33
IgEGq_QgrqY,Henrique e Juliano - Ele Quer Ser Eu - DVD Novas Histórias - Ao vivo em Recife,Henrique e Juliano,2015-11-13,2015,11,3796,PT3M18S,336591739,938099.0,14142.0,88670.11,0,pt-PT,pt-PT,search,10,2026-04-05 12:42:33
pVemisbem5Y,"Borai Kore [From ""Pressure Cooker""]",Ankan Kumar - Topic,2026-03-23,2026,3,12,PT4M3S,150791,2762.0,0.0,12565.92,0,en,English,BD,10,2026-04-05 12:42:33
vzZquGJF_mU,"Dias de Luta, Dias de Glória (Ao Vivo - Chegou Quem Faltava)",Charlie Brown Jr. - Topic,2026-03-27,2026,3,9,PT2M22S,369596,2622.0,5.0,41066.22,0,pt-PT,pt-PT,BR,10,2026-04-05 12:42:33
YOCG2fkOwow,Beret - Hablo de Ti (Lyric Video Oficial),BERET,2026-03-26,2026,3,9,PT2M31S,295202,9787.0,410.0,32800.22,0,es,Spanish,ES,10,2026-04-05 12:42:33
2P_0Q8CIjw8,Thangamagan - Enna Solla Video | Anirudh Ravichander | Dhanush,SonyMusicSouthVEVO,2016-08-05,2016,8,3530,PT3M32S,94183047,709920.0,10617.0,26680.75,0,en,English,search,10,2026-04-05 12:42:33
3JfOT35MmFo,Gội Đầu (với Hà Lê),Thắng,2026-03-31,2026,3,5,PT5M28S,860996,40432.0,,172199.2,1,vi,Vietnamese,VN,10,2026-04-05 12:42:33
ScWlFcYn_FI,アイナ・ジ・エンド / 革命道中 - On The Way × TVアニメ『ダンダダン』 [Collaboration Music Video],アイナ・ジ・エンド Official,2025-08-20,2025,8,228,PT3M22S,38900957,176268.0,1552.0,170618.23,1,en,English,search,10,2026-04-05 12:42:33
LTT4MYQqz4o,"'DJ' Video Song | Hey Bro | Sunidhi Chauhan, Feat. Ali Zafar | Ganesh Acharya | T-Series",T-Series,2015-01-30,2015,1,4083,PT2M30S,269610993,1027278.0,16197.0,66032.57,0,en,English,search,10,2026-04-05 12:42:33
KutH3PgoJ4g,Dil Na Bikau Hamaar | Swati MIshra | New Bhojpuri Love Song 2025| Mohit Musik #swatimishra #video,Swati Mishra bhojpuri,2025-05-02,2025,5,338,PT3M30S,38398992,329122.0,11930.0,113606.49,1,en,English,search,10,2026-04-05 12:42:33
MwRaqhv214o,Who's that kid⁉️😂❤| #shorts #shortvideo #bollywood #katrinakaif #vickykaushal,Melodrift🌼,2025-04-12,2025,4,358,PT23S,10260330,198867.0,1076.0,28660.14,0,en,English,search,10,2026-04-05 12:42:33
bC0-orII8wk,BAVA JALDI RAVA FULL SONG |MAMIDI MOUNIKA| MENDE MOUNIKA MALLIKHARJUN | #mamidimounikalyrics,Mamidi Mounika Lyrics,2025-02-06,2025,2,423,PT5M29S,57628984,214035.0,5535.0,136238.73,1,en-IN,en-IN,search,10,2026-04-05 12:42:33
C0IT2n_tCIg,"Bujjithalli Telugu Lyrics | Thandel | NagaChaitanya,Sai Pallavi| Devi Sri Prasad |Maa Paata Mee Nota",Maa Paata Mee Nota,2024-12-19,2024,12,472,PT4M30S,86609740,283425.0,8336.0,183495.21,1,te,Telugu,search,10,2026-04-05 12:42:33
UlJoGdKxmFA,New Trending Songs 🔥|Company 👑 | Tappu Parmar 💔| #tappuparmar #attitude #trending #shorts #short,Tappu Honey Parmar,2023-03-18,2023,3,1114,PT20S,83706402,3322986.0,17212.0,75140.4,0,en,English,search,10,2026-04-05 12:42:33
N0YOInr89XM,"La Kuppe, Mel Ruíz - Ni Una Sola Palabra (Video Oficial)",La Kuppé,2026-03-19,2026,3,16,PT3M17S,1031539,5266.0,127.0,64471.19,0,es-419,es-419,AR,10,2026-04-05 12:42:33
5ymK_qr474k,"Guilherme e Benuto, Panda - Eu Duvido | Deu Rolo No Barretão",Guilherme e Benuto,2026-03-26,2026,3,9,PT3M,5694851,8114.0,10100.0,632761.22,1,pt-PT,pt-PT,BR,10,2026-04-05 12:42:33
xCcQ4BxYq1U,yume to hazakura - wotamin [romaji/japanese/english lyrics] | 夢と葉桜- ヲタみん,jira chan,2022-04-20,2022,4,1445,PT3M55S,1972916,30396.0,238.0,1365.34,0,ja,Japanese,search,10,2026-04-05 12:42:33
P49f3Q7KUhE,Ruim de Coração,Zé Felipe - Topic,2026-04-03,2026,4,2,PT2M6S,109974,4445.0,464.0,54987.0,0,pt-PT,pt-PT,BR,10,2026-04-05 12:42:33
T8AvyTTcTAk,#video पागल बनाइबे Pagal Banaibe | Dabangg Sarkar | #khesarilalyadav & #priyankasingh| #bhojpurisong,Zee Music Bhojpuri,2018-12-18,2018,12,2665,PT3M49S,506886907,1692455.0,63697.0,190201.47,1,en,English,search,10,2026-04-05 12:42:33
co4EBYZZhg4,"Choli Ke Peeche | Crew - Kareena Kapoor K, @diljitdosanjh, Ila Arun, Alka Yagnik, Akshay & IP",Tips Official,2024-03-20,2024,3,745,PT2M5S,178554138,587431.0,10522.0,239669.98,1,en,English,search,10,2026-04-05 12:42:33
njHbvds2yNk,"Afrobeat Instrumental 2024 ""HOLD ON"" Afro Pop, Dancehall x Afrobeat Type Beat",COS COS,2024-11-01,2024,11,519,PT2M42S,6786,141.0,6.0,13.08,0,en,English,search,10,2026-04-05 12:42:34
